"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"12/09/2025";"1200";"20,7";"20,9";"18,1";"78,0";"96,0";"78,0";"16,6";"18,3";"16,2";"921,3";"921,3";"920,8";"2,8";"85,0";"6,5";"2440,00";"0,0"
"12/09/2025";"1300";"22,6";"22,7";"20,4";"67,0";"79,0";"67,0";"16,2";"17,1";"16,1";"921,3";"921,4";"921,2";"2,8";"91,0";"7,8";"3392,60";"0,0"
"12/09/2025";"1400";"24,3";"24,5";"22,5";"56,0";"68,0";"56,0";"15,0";"16,8";"15,0";"921,0";"921,4";"921,0";"2,1";"69,0";"6,2";"4061,00";"0,0"
"12/09/2025";"1500";"25,5";"25,9";"23,9";"54,0";"60,0";"50,0";"15,6";"15,8";"14,0";"920,2";"921,0";"920,2";"2,1";"113,0";"7,4";"4172,90";"0,0"
"12/09/2025";"1600";"25,6";"26,9";"24,6";"51,0";"55,0";"48,0";"14,7";"15,9";"14,0";"919,3";"920,2";"919,3";"3,3";"115,0";"7,2";"4217,80";"0,0"
"12/09/2025";"1700";"26,4";"27,6";"25,2";"47,0";"51,0";"46,0";"14,0";"15,3";"14,0";"918,4";"919,4";"918,4";"3,0";"100,0";"7,6";"3985,50";"0,0"
"12/09/2025";"1800";"26,5";"27,2";"26,2";"47,0";"48,0";"43,0";"14,2";"14,8";"13,0";"917,9";"918,4";"917,9";"3,1";"97,0";"7,6";"3435,70";"0,0"
"12/09/2025";"1900";"26,2";"26,9";"25,9";"49,0";"52,0";"47,0";"14,7";"15,5";"14,3";"917,8";"917,9";"917,7";"2,6";"99,0";"9,1";"2618,90";"0,0"
"12/09/2025";"2000";"25,4";"26,4";"25,3";"51,0";"51,0";"46,0";"14,5";"15,0";"13,5";"918,0";"918,0";"917,7";"2,7";"93,0";"7,5";"1552,20";"0,0"
"12/09/2025";"2100";"23,1";"25,4";"23,1";"57,0";"57,0";"50,0";"14,0";"14,4";"13,3";"918,4";"918,4";"918,0";"1,9";"94,0";"7,5";"372,30";"0,0"
"12/09/2025";"2200";"20,1";"23,0";"20,1";"68,0";"68,0";"57,0";"14,0";"14,1";"13,9";"918,7";"918,7";"918,4";"1,7";"72,0";"4,5";"";"0,0"
"12/09/2025";"2300";"18,9";"20,1";"18,9";"80,0";"80,0";"68,0";"15,3";"15,3";"14,0";"919,1";"919,1";"918,7";"0,8";"117,0";"4,5";"";"0,0"
"13/09/2025";"0000";"18,5";"18,9";"18,4";"92,0";"93,0";"80,0";"17,2";"17,3";"15,2";"920,0";"920,0";"919,1";"2,7";"69,0";"5,4";"";"0,0"
"13/09/2025";"0100";"18,0";"18,5";"18,0";"94,0";"94,0";"92,0";"17,1";"17,3";"17,0";"920,7";"920,7";"920,0";"2,6";"67,0";"6,2";"";"0,0"
"13/09/2025";"0200";"17,2";"18,0";"17,2";"99,0";"99,0";"94,0";"16,9";"17,1";"16,8";"920,8";"920,9";"920,6";"2,5";"75,0";"6,5";"";"0,0"
"13/09/2025";"0300";"16,6";"17,2";"16,6";"100,0";"100,0";"99,0";"16,6";"17,2";"16,6";"920,4";"920,8";"920,4";"2,5";"84,0";"6,6";"";"0,0"
"13/09/2025";"0400";"15,8";"16,6";"15,7";"";"";"";"";"";"";"920,0";"920,4";"920,0";"1,4";"115,0";"5,1";"";"0,0"
"13/09/2025";"0500";"15,5";"15,8";"15,2";"";"";"";"";"";"";"919,5";"920,0";"919,5";"1,7";"75,0";"3,4";"";"0,0"
"13/09/2025";"0600";"15,4";"15,7";"14,9";"";"";"";"";"";"";"919,1";"919,5";"919,0";"1,8";"64,0";"4,5";"";"0,0"
"13/09/2025";"0700";"15,8";"16,1";"15,4";"";"";"";"";"";"";"919,1";"919,2";"919,0";"2,3";"77,0";"6,0";"";"0,0"
"13/09/2025";"0800";"15,6";"15,8";"15,0";"";"";"";"";"";"";"919,4";"919,5";"919,1";"2,5";"66,0";"5,8";"";"0,0"
"13/09/2025";"0900";"14,7";"15,6";"14,7";"";"";"";"";"";"";"919,8";"919,8";"919,4";"2,0";"60,0";"4,9";"";"0,0"
"13/09/2025";"1000";"15,9";"15,9";"13,9";"100,0";"";"";"15,9";"";"";"920,1";"920,1";"919,8";"1,8";"67,0";"5,1";"257,90";"0,0"
"13/09/2025";"1100";"19,3";"19,3";"15,9";"84,0";"100,0";"84,0";"16,5";"17,3";"16,0";"920,8";"920,8";"920,1";"1,9";"54,0";"5,2";"1316,30";"0,0"
"13/09/2025";"1200";"21,6";"22,0";"19,2";"63,0";"84,0";"62,0";"14,2";"16,5";"14,2";"921,4";"921,4";"920,8";"2,4";"57,0";"6,4";"2365,90";"0,0"
"13/09/2025";"1300";"23,4";"24,0";"21,6";"47,0";"64,0";"47,0";"11,5";"14,7";"11,5";"921,2";"921,5";"921,2";"2,9";"86,0";"7,2";"3339,20";"0,0"
"13/09/2025";"1400";"25,4";"25,7";"23,3";"44,0";"49,0";"41,0";"12,2";"13,4";"10,8";"920,6";"921,2";"920,6";"2,6";"47,0";"7,2";"4056,30";"0,0"
"13/09/2025";"1500";"27,3";"27,6";"24,7";"40,0";"46,0";"36,0";"12,4";"12,7";"10,8";"920,1";"920,6";"920,1";"2,5";"80,0";"6,9";"4269,20";"0,0"
"13/09/2025";"1600";"26,5";"27,4";"25,6";"44,0";"44,0";"39,0";"13,3";"13,4";"11,2";"919,1";"920,1";"919,1";"3,1";"94,0";"8,0";"4219,90";"0,0"
"13/09/2025";"1700";"26,5";"27,2";"26,0";"46,0";"46,0";"39,0";"13,9";"14,2";"11,7";"918,6";"919,1";"918,5";"3,1";"96,0";"8,7";"3983,90";"0,0"
"13/09/2025";"1800";"26,0";"27,2";"25,9";"48,0";"48,0";"45,0";"14,1";"14,6";"13,4";"917,7";"918,6";"917,7";"3,3";"115,0";"8,5";"3431,80";"0,0"
"13/09/2025";"1900";"26,0";"26,9";"25,6";"49,0";"52,0";"45,0";"14,6";"15,8";"13,9";"917,6";"917,7";"917,5";"2,9";"83,0";"7,9";"2559,40";"0,0"
"13/09/2025";"2000";"24,8";"26,3";"24,8";"54,0";"54,0";"48,0";"14,8";"14,9";"14,1";"917,5";"917,6";"917,4";"3,6";"108,0";"8,3";"1501,80";"0,0"
"13/09/2025";"2100";"22,6";"24,8";"22,6";"62,0";"62,0";"54,0";"15,1";"15,2";"14,8";"917,8";"917,8";"917,5";"2,6";"77,0";"7,4";"353,70";"0,0"
"13/09/2025";"2200";"20,3";"22,6";"20,3";"69,0";"69,0";"62,0";"14,3";"15,1";"14,2";"918,5";"918,5";"917,8";"2,1";"64,0";"6,8";"";"0,0"
"13/09/2025";"2300";"18,7";"20,2";"18,6";"77,0";"77,0";"69,0";"14,6";"14,6";"14,2";"919,3";"919,3";"918,5";"2,2";"55,0";"4,1";"";"0,0"
"14/09/2025";"0000";"18,1";"18,9";"18,1";"89,0";"89,0";"77,0";"16,1";"16,1";"14,6";"920,1";"920,1";"919,3";"2,8";"65,0";"5,3";"";"0,0"
"14/09/2025";"0100";"17,6";"18,1";"17,5";"94,0";"94,0";"89,0";"16,7";"16,7";"16,1";"920,7";"920,8";"920,1";"3,2";"70,0";"7,4";"";"0,0"
"14/09/2025";"0200";"16,7";"17,6";"16,7";"98,0";"98,0";"94,0";"16,4";"16,7";"16,4";"921,1";"921,1";"920,7";"2,0";"77,0";"7,4";"";"0,0"
"14/09/2025";"0300";"16,5";"16,7";"16,4";"100,0";"100,0";"98,0";"16,4";"16,5";"16,2";"920,9";"921,2";"920,9";"2,7";"70,0";"5,8";"";"0,0"
"14/09/2025";"0400";"16,4";"16,5";"16,3";"100,0";"100,0";"100,0";"16,4";"16,5";"16,3";"920,3";"920,9";"920,3";"2,3";"80,0";"6,2";"";"0,0"
"14/09/2025";"0500";"15,8";"16,5";"15,8";"100,0";"100,0";"100,0";"15,8";"16,5";"15,8";"919,6";"920,3";"919,6";"2,4";"62,0";"5,1";"";"0,0"
"14/09/2025";"0600";"15,5";"15,8";"15,4";"100,0";"100,0";"100,0";"15,5";"15,8";"15,4";"919,3";"919,6";"919,3";"3,0";"60,0";"6,2";"";"0,0"
"14/09/2025";"0700";"14,9";"15,5";"14,9";"";"";"";"";"";"";"919,3";"919,3";"919,2";"2,6";"64,0";"5,1";"";"0,0"
"14/09/2025";"0800";"14,4";"14,9";"14,4";"";"";"";"";"";"";"919,6";"919,6";"919,2";"1,7";"73,0";"5,3";"";"0,0"
"14/09/2025";"0900";"13,6";"14,4";"13,5";"";"";"";"";"";"";"920,6";"920,6";"919,6";"1,2";"58,0";"4,2";"";"0,0"
"14/09/2025";"1000";"14,8";"15,0";"13,2";"";"";"";"";"";"";"921,1";"921,1";"920,6";"1,8";"36,0";"4,1";"213,40";"0,0"
"14/09/2025";"1100";"17,3";"17,3";"14,8";"92,0";"100,0";"90,0";"15,9";"16,3";"15,3";"921,9";"922,0";"921,1";"3,3";"61,0";"6,8";"1025,60";"0,0"
"14/09/2025";"1200";"19,3";"19,7";"17,3";"76,0";"92,0";"76,0";"15,0";"16,1";"15,0";"922,6";"922,7";"921,9";"3,6";"83,0";"8,2";"1881,60";"0,0"
"14/09/2025";"1300";"21,7";"21,9";"19,3";"66,0";"76,0";"65,0";"15,0";"15,9";"14,5";"922,7";"922,8";"922,6";"3,2";"84,0";"8,2";"3249,30";"0,0"
"14/09/2025";"1400";"23,1";"23,5";"21,2";"59,0";"66,0";"57,0";"14,5";"15,5";"14,3";"922,3";"922,7";"922,3";"3,2";"80,0";"8,6";"3953,00";"0,0"
"14/09/2025";"1500";"24,8";"24,8";"23,0";"56,0";"59,0";"53,0";"15,4";"15,5";"13,9";"921,5";"922,3";"921,5";"3,1";"97,0";"8,1";"4199,40";"0,0"
"14/09/2025";"1600";"25,1";"25,7";"23,4";"56,0";"58,0";"49,0";"15,7";"15,9";"13,5";"920,7";"921,5";"920,6";"2,5";"108,0";"10,1";"4134,40";"0,0"
"14/09/2025";"1700";"25,1";"25,9";"24,2";"53,0";"57,0";"52,0";"14,9";"15,9";"14,4";"919,9";"920,8";"919,8";"3,7";"105,0";"9,1";"4004,50";"0,0"
"14/09/2025";"1800";"25,7";"26,2";"24,6";"53,0";"56,0";"52,0";"15,5";"16,2";"14,8";"919,3";"919,9";"919,2";"3,7";"93,0";"9,1";"3348,80";"0,0"
"14/09/2025";"1900";"24,5";"26,2";"24,0";"59,0";"60,0";"53,0";"15,9";"16,3";"15,1";"919,1";"919,3";"918,8";"3,5";"105,0";"9,2";"2309,60";"0,0"
"14/09/2025";"2000";"23,5";"24,9";"23,5";"62,0";"62,0";"58,0";"15,6";"16,2";"15,4";"919,2";"919,2";"919,0";"4,1";"109,0";"9,8";"1278,60";"0,0"
"14/09/2025";"2100";"21,9";"23,4";"21,9";"67,0";"67,0";"61,0";"15,6";"15,9";"15,3";"919,4";"919,4";"919,2";"2,3";"93,0";"8,9";"317,30";"0,0"
"14/09/2025";"2200";"19,8";"21,9";"19,8";"76,0";"76,0";"67,0";"15,4";"15,7";"15,4";"919,8";"919,8";"919,4";"1,8";"86,0";"6,3";"";"0,0"
"14/09/2025";"2300";"18,7";"19,8";"18,7";"84,0";"84,0";"76,0";"16,0";"16,0";"15,4";"920,2";"920,2";"919,8";"2,6";"68,0";"4,8";"";"0,0"
"15/09/2025";"0000";"17,6";"18,7";"17,6";"91,0";"91,0";"84,0";"16,2";"16,2";"15,9";"921,1";"921,1";"920,2";"2,2";"75,0";"4,8";"";"0,0"
"15/09/2025";"0100";"16,9";"17,7";"16,9";"96,0";"96,0";"91,0";"16,2";"16,3";"16,1";"921,8";"921,8";"921,1";"2,2";"74,0";"5,3";"";"0,0"
"15/09/2025";"0200";"16,4";"16,9";"16,4";"99,0";"99,0";"96,0";"16,3";"16,3";"15,9";"921,9";"922,1";"921,8";"2,0";"66,0";"3,9";"";"0,0"
"15/09/2025";"0300";"16,2";"16,7";"16,2";"100,0";"100,0";"99,0";"16,2";"16,5";"16,2";"921,9";"922,0";"921,8";"1,5";"74,0";"4,0";"";"0,0"
"15/09/2025";"0400";"15,4";"16,2";"15,2";"";"100,0";"100,0";"";"16,2";"15,2";"921,2";"921,9";"921,2";"2,1";"76,0";"4,8";"";"0,0"
"15/09/2025";"0500";"14,9";"15,5";"14,9";"";"";"";"";"";"";"920,6";"921,2";"920,5";"1,7";"70,0";"4,8";"";"0,0"
"15/09/2025";"0600";"15,1";"15,1";"14,8";"";"";"";"";"";"";"920,5";"920,6";"920,5";"2,1";"86,0";"4,6";"";"0,0"
"15/09/2025";"0700";"15,6";"15,6";"15,1";"100,0";"";"";"15,6";"";"";"920,1";"920,5";"920,1";"2,3";"86,0";"5,9";"";"0,0"
"15/09/2025";"0800";"14,9";"15,7";"14,9";"100,0";"100,0";"98,0";"14,9";"15,7";"14,9";"920,1";"920,2";"920,0";"2,3";"97,0";"6,9";"";"0,0"
"15/09/2025";"0900";"15,2";"15,2";"14,7";"100,0";"100,0";"100,0";"15,2";"15,2";"14,7";"920,7";"920,8";"920,1";"2,2";"78,0";"6,0";"";"0,0"
"15/09/2025";"1000";"16,0";"16,0";"15,1";"97,0";"100,0";"97,0";"15,6";"15,7";"15,1";"921,2";"921,2";"920,7";"1,7";"92,0";"6,4";"236,80";"0,0"
"15/09/2025";"1100";"18,9";"18,9";"15,6";"84,0";"99,0";"84,0";"16,1";"16,1";"15,3";"921,4";"921,4";"921,2";"2,4";"68,0";"7,4";"1207,00";"0,0"
"15/09/2025";"1200";"19,6";"20,3";"18,5";"76,0";"84,0";"74,0";"15,3";"16,0";"15,1";"922,1";"922,1";"921,4";"2,7";"101,0";"7,5";"1872,90";"0,0"
"15/09/2025";"1300";"21,8";"22,1";"19,6";"66,0";"77,0";"64,0";"15,2";"16,3";"14,7";"922,1";"922,2";"922,1";"3,6";"100,0";"7,6";"3258,00";"0,0"
"15/09/2025";"1400";"22,9";"22,9";"21,3";"62,0";"68,0";"62,0";"15,3";"15,7";"14,6";"921,7";"922,2";"921,7";"3,5";"114,0";"8,7";"4079,60";"0,0"
"15/09/2025";"1500";"23,6";"24,6";"22,5";"60,0";"63,0";"58,0";"15,5";"16,1";"14,5";"920,7";"921,7";"920,7";"3,1";"84,0";"8,7";"4323,60";"0,0"
"15/09/2025";"1600";"24,9";"25,3";"23,6";"55,0";"61,0";"54,0";"15,2";"16,1";"14,9";"919,8";"920,7";"919,8";"2,9";"82,0";"7,8";"4267,40";"0,0"
"15/09/2025";"1700";"25,9";"26,4";"24,6";"51,0";"56,0";"50,0";"15,0";"15,7";"14,4";"918,8";"919,8";"918,8";"3,2";"96,0";"7,6";"4060,90";"0,0"
"15/09/2025";"1800";"26,0";"26,6";"24,7";"49,0";"53,0";"47,0";"14,5";"15,3";"13,8";"918,3";"918,8";"918,3";"2,5";"81,0";"7,6";"3525,50";"0,0"
"15/09/2025";"1900";"25,2";"26,4";"25,0";"52,0";"52,0";"47,0";"14,5";"14,8";"13,7";"918,1";"918,3";"918,0";"3,3";"79,0";"9,1";"2528,90";"0,0"
"15/09/2025";"2000";"24,5";"25,6";"24,5";"52,0";"52,0";"49,0";"13,9";"14,5";"13,8";"918,4";"918,4";"918,1";"2,8";"100,0";"8,1";"1527,40";"0,0"
"15/09/2025";"2100";"22,3";"24,6";"22,3";"60,0";"60,0";"52,0";"14,1";"14,2";"13,8";"918,8";"918,8";"918,4";"2,4";"83,0";"6,9";"353,90";"0,0"
"15/09/2025";"2200";"19,8";"22,3";"19,8";"71,0";"71,0";"60,0";"14,5";"14,5";"14,1";"919,2";"919,2";"918,8";"2,1";"77,0";"5,1";"";"0,0"
"15/09/2025";"2300";"19,6";"19,9";"19,2";"73,0";"74,0";"71,0";"14,7";"14,7";"14,4";"919,7";"919,7";"919,2";"3,3";"70,0";"6,0";"";"0,0"
"16/09/2025";"0000";"18,3";"19,6";"18,3";"85,0";"85,0";"73,0";"15,8";"15,8";"14,7";"920,3";"920,3";"919,7";"3,4";"62,0";"6,9";"";"0,0"
"16/09/2025";"0100";"17,5";"18,4";"17,5";"90,0";"90,0";"85,0";"15,8";"15,9";"15,8";"921,0";"921,0";"920,3";"2,8";"74,0";"6,7";"";"0,0"
"16/09/2025";"0200";"16,5";"17,5";"16,4";"95,0";"95,0";"90,0";"15,6";"15,9";"15,4";"921,0";"921,0";"920,9";"1,2";"98,0";"5,6";"";"0,0"
"16/09/2025";"0300";"16,4";"16,5";"15,7";"99,0";"99,0";"94,0";"16,2";"16,2";"14,8";"920,6";"921,0";"920,6";"2,8";"69,0";"4,9";"";"0,0"
"16/09/2025";"0400";"16,3";"16,6";"16,3";"97,0";"99,0";"96,0";"15,9";"16,3";"15,8";"920,0";"920,6";"920,0";"2,1";"70,0";"6,7";"";"0,0"
"16/09/2025";"0500";"16,3";"16,6";"16,3";"97,0";"97,0";"96,0";"15,8";"16,0";"15,8";"919,1";"920,0";"919,1";"1,4";"69,0";"5,4";"";"0,0"
"16/09/2025";"0600";"15,7";"16,3";"15,5";"100,0";"100,0";"97,0";"15,7";"15,9";"15,5";"918,9";"919,1";"918,8";"1,2";"92,0";"3,9";"";"0,0"
"16/09/2025";"0700";"15,8";"15,9";"15,5";"97,0";"100,0";"96,0";"15,4";"15,7";"15,3";"918,9";"918,9";"918,8";"1,8";"69,0";"5,1";"";"0,0"
"16/09/2025";"0800";"15,2";"15,9";"15,2";"98,0";"98,0";"96,0";"14,9";"15,4";"14,9";"919,1";"919,1";"918,8";"1,1";"87,0";"4,8";"";"0,0"
"16/09/2025";"0900";"13,8";"15,2";"13,8";"100,0";"100,0";"98,0";"13,8";"14,9";"13,8";"919,8";"919,8";"919,0";"0,8";"118,0";"2,6";"";"0,0"
"16/09/2025";"1000";"15,7";"15,7";"13,4";"100,0";"";"";"15,7";"";"";"920,2";"920,2";"919,8";"1,3";"110,0";"2,3";"265,60";"0,0"
"16/09/2025";"1100";"18,6";"18,6";"15,7";"85,0";"100,0";"85,0";"16,0";"16,4";"15,6";"920,8";"920,8";"920,2";"3,3";"61,0";"7,3";"1203,90";"0,0"
"16/09/2025";"1200";"21,0";"21,1";"18,5";"72,0";"85,0";"72,0";"15,8";"16,3";"15,6";"921,0";"921,1";"920,8";"4,1";"49,0";"9,4";"2258,90";"0,0"
"16/09/2025";"1300";"22,6";"23,3";"20,5";"65,0";"74,0";"65,0";"15,8";"16,5";"15,5";"921,1";"921,1";"920,9";"3,2";"45,0";"8,4";"3420,60";"0,0"
"16/09/2025";"1400";"24,9";"25,3";"21,8";"56,0";"67,0";"52,0";"15,4";"15,9";"14,4";"920,6";"921,1";"920,6";"2,9";"54,0";"8,0";"3983,20";"0,0"
"16/09/2025";"1500";"26,2";"26,3";"23,8";"52,0";"56,0";"52,0";"15,6";"15,7";"14,0";"919,9";"920,6";"919,9";"3,4";"85,0";"7,7";"4438,60";"0,0"
"16/09/2025";"1600";"25,8";"27,7";"24,5";"51,0";"54,0";"47,0";"14,9";"15,9";"14,3";"918,6";"920,0";"918,6";"3,1";"79,0";"8,1";"4498,90";"0,0"
"16/09/2025";"1700";"25,2";"26,9";"24,7";"53,0";"54,0";"48,0";"14,8";"15,7";"13,8";"917,7";"918,7";"917,7";"2,1";"104,0";"8,1";"2615,70";"0,0"
"16/09/2025";"1800";"27,0";"27,1";"24,5";"47,0";"53,0";"47,0";"14,7";"15,2";"13,8";"916,9";"917,7";"916,8";"3,0";"77,0";"7,1";"2616,10";"0,0"
"16/09/2025";"1900";"25,7";"27,1";"24,9";"50,0";"52,0";"46,0";"14,5";"14,9";"14,0";"916,9";"917,0";"916,8";"2,6";"103,0";"7,1";"1969,30";"0,0"
"16/09/2025";"2000";"25,3";"26,2";"24,9";"48,0";"50,0";"47,0";"13,6";"14,7";"13,4";"916,9";"917,0";"916,8";"2,2";"118,0";"6,6";"1286,00";"0,0"
"16/09/2025";"2100";"22,9";"25,4";"22,9";"58,0";"58,0";"48,0";"14,2";"14,2";"13,4";"917,4";"917,4";"916,9";"1,9";"88,0";"4,8";"307,50";"0,0"
"16/09/2025";"2200";"20,7";"22,9";"20,7";"72,0";"72,0";"58,0";"15,4";"15,4";"14,5";"917,7";"917,7";"917,4";"2,3";"71,0";"5,8";"";"0,0"
"16/09/2025";"2300";"19,6";"20,7";"19,6";"79,0";"79,0";"72,0";"15,9";"15,9";"15,4";"918,0";"918,0";"917,7";"3,0";"66,0";"6,1";"";"0,0"
"17/09/2025";"0000";"18,4";"19,6";"18,4";"87,0";"87,0";"79,0";"16,2";"16,3";"15,9";"918,4";"918,4";"918,0";"2,8";"58,0";"7,3";"";"0,0"
"17/09/2025";"0100";"17,5";"18,4";"17,5";"91,0";"91,0";"87,0";"16,0";"16,3";"16,0";"919,0";"919,0";"918,4";"3,4";"46,0";"7,8";"";"0,0"
"17/09/2025";"0200";"16,2";"17,5";"16,2";"96,0";"96,0";"91,0";"15,6";"16,0";"15,6";"919,5";"919,5";"919,0";"1,4";"71,0";"7,8";"";"0,0"
"17/09/2025";"0300";"15,8";"16,3";"15,8";"99,0";"99,0";"96,0";"15,6";"15,7";"15,5";"919,1";"919,5";"919,1";"2,8";"56,0";"5,2";"";"0,0"
"17/09/2025";"0400";"14,9";"15,8";"14,9";"100,0";"100,0";"99,0";"14,9";"15,6";"14,9";"918,7";"919,1";"918,7";"1,8";"68,0";"5,7";"";"0,0"
"17/09/2025";"0500";"15,0";"15,2";"14,6";"";"";"";"";"";"";"918,3";"918,7";"918,3";"1,5";"76,0";"4,7";"";"0,0"
"17/09/2025";"0600";"14,3";"15,1";"14,2";"";"";"";"";"";"";"918,0";"918,3";"918,0";"1,2";"117,0";"3,7";"";"0,0"
"17/09/2025";"0700";"13,6";"14,3";"13,6";"";"";"";"";"";"";"917,9";"918,0";"917,9";"1,0";"105,0";"4,2";"";"0,0"
"17/09/2025";"0800";"14,6";"14,8";"13,6";"";"";"";"";"";"";"918,3";"918,3";"917,9";"0,5";"159,0";"3,2";"";"0,0"
"17/09/2025";"0900";"14,7";"14,9";"14,5";"";"";"";"";"";"";"918,7";"918,7";"918,3";"1,0";"79,0";"2,2";"";"0,0"
"17/09/2025";"1000";"16,6";"16,6";"14,6";"";"";"";"";"";"";"919,3";"919,3";"918,7";"1,0";"95,0";"2,4";"253,20";"0,0"
"17/09/2025";"1100";"18,8";"19,1";"16,6";"87,0";"100,0";"87,0";"16,5";"17,7";"16,4";"919,7";"919,8";"919,3";"3,7";"46,0";"8,0";"1110,40";"0,0"
"17/09/2025";"1200";"20,5";"20,6";"18,8";"79,0";"87,0";"78,0";"16,6";"16,9";"16,1";"920,2";"920,3";"919,7";"3,1";"22,0";"8,0";"1497,90";"0,0"
"17/09/2025";"1300";"23,2";"23,4";"20,5";"66,0";"78,0";"66,0";"16,5";"17,1";"16,2";"920,0";"920,2";"920,0";"3,1";"17,0";"6,7";"2914,60";"0,0"
"17/09/2025";"1400";"25,5";"25,5";"21,8";"60,0";"70,0";"59,0";"17,1";"17,2";"15,8";"919,3";"920,0";"919,3";"2,2";"49,0";"7,2";"3275,40";"0,0"
"17/09/2025";"1500";"26,4";"26,6";"24,0";"52,0";"62,0";"52,0";"15,8";"17,0";"15,6";"918,5";"919,3";"918,5";"3,3";"60,0";"6,8";"3221,50";"0,0"
"17/09/2025";"1600";"26,5";"28,9";"25,5";"48,0";"54,0";"44,0";"14,5";"16,3";"14,4";"917,4";"918,6";"917,4";"2,6";"66,0";"8,0";"3693,90";"0,0"
"17/09/2025";"1700";"27,3";"28,9";"25,9";"47,0";"48,0";"42,0";"14,9";"15,7";"14,0";"916,4";"917,4";"916,4";"2,5";"121,0";"8,0";"3574,60";"0,0"
"17/09/2025";"1800";"28,0";"28,6";"26,6";"47,0";"50,0";"42,0";"15,8";"16,5";"13,6";"915,8";"916,5";"915,8";"2,7";"82,0";"8,3";"2935,90";"0,0"
"17/09/2025";"1900";"27,5";"28,2";"26,2";"51,0";"53,0";"45,0";"16,5";"16,7";"14,9";"915,9";"916,0";"915,7";"2,2";"101,0";"6,7";"1777,40";"0,0"
"17/09/2025";"2000";"26,2";"27,6";"26,0";"54,0";"54,0";"51,0";"16,0";"16,5";"15,8";"916,6";"916,6";"915,9";"2,5";"100,0";"7,2";"1141,10";"0,0"
"17/09/2025";"2100";"23,8";"26,2";"23,8";"59,0";"59,0";"53,0";"15,4";"16,0";"15,4";"916,9";"916,9";"916,5";"1,5";"85,0";"5,0";"290,50";"0,0"
"17/09/2025";"2200";"21,7";"23,8";"21,7";"75,0";"75,0";"59,0";"17,1";"17,1";"15,3";"917,4";"917,4";"916,9";"3,3";"65,0";"6,3";"";"0,0"
"17/09/2025";"2300";"19,7";"21,7";"19,7";"89,0";"89,0";"75,0";"17,7";"17,9";"17,1";"917,9";"917,9";"917,4";"2,6";"67,0";"7,2";"";"0,0"
"18/09/2025";"0000";"18,4";"19,7";"18,4";"93,0";"93,0";"89,0";"17,2";"17,8";"17,2";"918,8";"918,8";"917,9";"3,1";"48,0";"8,1";"";"0,0"
"18/09/2025";"0100";"17,4";"18,4";"17,4";"96,0";"96,0";"93,0";"16,8";"17,2";"16,8";"919,5";"919,5";"918,8";"2,8";"54,0";"7,4";"";"0,0"
"18/09/2025";"0200";"16,8";"17,4";"16,8";"97,0";"98,0";"96,0";"16,3";"16,8";"16,3";"919,5";"919,5";"919,4";"1,6";"57,0";"5,4";"";"0,0"
"18/09/2025";"0300";"16,4";"16,8";"16,4";"96,0";"97,0";"96,0";"15,8";"16,3";"15,8";"919,0";"919,5";"919,0";"3,7";"34,0";"6,7";"";"0,0"
"18/09/2025";"0400";"16,2";"16,4";"16,1";"97,0";"98,0";"96,0";"15,7";"15,8";"15,7";"918,1";"919,0";"918,1";"4,9";"36,0";"8,4";"";"0,0"
"18/09/2025";"0500";"16,1";"16,2";"15,9";"97,0";"97,0";"97,0";"15,5";"15,7";"15,5";"917,3";"918,1";"917,3";"4,2";"27,0";"8,1";"";"0,0"
"18/09/2025";"0600";"15,5";"16,1";"15,5";"99,0";"99,0";"96,0";"15,4";"15,5";"15,3";"917,2";"917,3";"917,2";"2,5";"30,0";"8,7";"";"0,0"
"18/09/2025";"0700";"15,1";"15,5";"15,1";"100,0";"100,0";"99,0";"15,1";"15,4";"15,1";"917,4";"917,4";"917,2";"1,1";"53,0";"4,8";"";"0,0"
"18/09/2025";"0800";"15,2";"15,4";"14,8";"100,0";"100,0";"100,0";"15,2";"15,4";"14,9";"917,6";"917,6";"917,2";"2,3";"38,0";"5,0";"";"0,0"
"18/09/2025";"0900";"15,8";"15,8";"15,2";"100,0";"100,0";"100,0";"15,8";"15,8";"15,2";"918,1";"918,2";"917,6";"3,2";"41,0";"6,4";"";"0,0"
"18/09/2025";"1000";"17,0";"17,0";"15,8";"98,0";"100,0";"98,0";"16,7";"16,7";"15,9";"919,1";"919,1";"918,1";"3,8";"38,0";"7,3";"147,30";"0,0"
"18/09/2025";"1100";"19,1";"19,4";"17,0";"86,0";"98,0";"86,0";"16,7";"17,3";"16,6";"919,8";"919,8";"919,1";"3,2";"32,0";"8,4";"1024,10";"0,0"
"18/09/2025";"1200";"20,2";"21,1";"19,0";"82,0";"87,0";"79,0";"17,1";"17,4";"16,7";"920,6";"920,6";"919,8";"3,5";"25,0";"7,8";"2185,50";"0,0"
