"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"18/09/2025";"1300";"20,8";"21,3";"20,0";"81,0";"83,0";"79,0";"17,5";"17,7";"16,9";"921,0";"921,0";"920,6";"2,9";"53,0";"6,9";"1939,80";"0,0"
"18/09/2025";"1400";"22,7";"23,2";"20,8";"73,0";"81,0";"72,0";"17,7";"18,3";"17,4";"920,7";"921,0";"920,7";"2,2";"77,0";"6,9";"2500,70";"0,0"
"18/09/2025";"1500";"24,2";"24,9";"22,8";"66,0";"73,0";"65,0";"17,5";"18,4";"17,1";"920,0";"920,7";"920,0";"3,0";"91,0";"8,2";"3153,50";"0,0"
"18/09/2025";"1600";"25,2";"25,8";"24,2";"63,0";"66,0";"59,0";"17,8";"17,9";"16,9";"919,2";"920,0";"919,2";"3,4";"82,0";"8,9";"3762,10";"0,0"
"18/09/2025";"1700";"26,2";"26,6";"24,5";"56,0";"63,0";"56,0";"16,7";"17,8";"16,2";"918,4";"919,3";"918,4";"3,4";"82,0";"8,4";"3411,60";"0,0"
"18/09/2025";"1800";"25,7";"26,9";"25,0";"56,0";"60,0";"53,0";"16,1";"17,4";"15,8";"917,9";"918,4";"917,8";"3,9";"74,0";"9,5";"2704,50";"0,0"
"18/09/2025";"1900";"25,4";"26,6";"24,7";"60,0";"61,0";"55,0";"16,9";"17,2";"16,1";"917,9";"917,9";"917,7";"3,6";"77,0";"9,5";"2023,80";"0,0"
"18/09/2025";"2000";"24,8";"25,9";"24,0";"61,0";"62,0";"57,0";"16,9";"17,4";"16,3";"918,2";"918,2";"917,8";"1,7";"97,0";"8,7";"1117,50";"0,0"
"18/09/2025";"2100";"22,5";"25,2";"22,5";"73,0";"73,0";"61,0";"17,3";"17,6";"16,8";"918,5";"918,5";"918,2";"2,5";"75,0";"6,2";"352,90";"0,0"
"18/09/2025";"2200";"20,8";"22,5";"20,8";"81,0";"81,0";"73,0";"17,4";"17,6";"17,2";"918,9";"918,9";"918,5";"2,6";"65,0";"6,0";"";"0,0"
"18/09/2025";"2300";"19,5";"20,8";"19,5";"87,0";"87,0";"81,0";"17,3";"17,4";"17,2";"919,4";"919,4";"918,9";"2,6";"62,0";"5,6";"";"0,0"
"19/09/2025";"0000";"18,8";"19,5";"18,8";"92,0";"92,0";"87,0";"17,5";"17,5";"17,3";"920,0";"920,0";"919,4";"2,5";"63,0";"5,8";"";"0,0"
"19/09/2025";"0100";"17,9";"18,8";"17,9";"98,0";"98,0";"92,0";"17,6";"17,6";"17,5";"920,7";"920,7";"920,0";"1,8";"69,0";"5,3";"";"0,0"
"19/09/2025";"0200";"17,2";"17,9";"17,2";"100,0";"100,0";"98,0";"17,2";"17,6";"17,2";"920,7";"920,8";"920,7";"1,6";"61,0";"4,1";"";"0,0"
"19/09/2025";"0300";"16,3";"17,2";"16,3";"";"100,0";"100,0";"";"17,2";"16,5";"920,2";"920,7";"920,2";"0,8";"86,0";"4,2";"";"0,0"
"19/09/2025";"0400";"15,6";"16,3";"15,4";"";"";"";"";"";"";"919,7";"920,2";"919,7";"0,9";"297,0";"2,4";"";"0,0"
"19/09/2025";"0500";"15,3";"15,9";"15,1";"";"";"";"";"";"";"919,6";"919,8";"919,6";"1,0";"102,0";"3,3";"";"0,0"
"19/09/2025";"0600";"16,0";"16,0";"15,0";"";"";"";"";"";"";"919,4";"919,7";"919,4";"1,9";"82,0";"4,6";"";"0,0"
"19/09/2025";"0700";"16,1";"16,6";"16,0";"100,0";"100,0";"99,0";"16,1";"16,5";"16,1";"919,3";"919,5";"919,3";"0,3";"297,0";"6,2";"";"0,0"
"19/09/2025";"0800";"15,8";"16,3";"15,5";"100,0";"100,0";"100,0";"15,8";"16,3";"15,5";"920,0";"920,0";"919,3";"1,0";"111,0";"2,3";"";"0,0"
"19/09/2025";"0900";"16,4";"16,4";"15,4";"";"";"";"";"";"";"920,8";"920,8";"919,9";"1,8";"89,0";"4,4";"";"0,0"
"19/09/2025";"1000";"17,3";"17,4";"16,4";"99,0";"";"";"17,1";"";"";"921,5";"921,5";"920,8";"2,5";"72,0";"6,5";"242,50";"0,0"
"19/09/2025";"1100";"19,2";"19,7";"17,3";"85,0";"99,0";"85,0";"16,7";"17,5";"16,7";"921,9";"921,9";"921,4";"4,1";"72,0";"8,3";"1159,10";"0,0"
"19/09/2025";"1200";"21,3";"21,3";"19,1";"76,0";"87,0";"76,0";"16,9";"17,1";"16,6";"922,3";"922,3";"921,9";"3,0";"78,0";"8,6";"1737,90";"0,0"
"19/09/2025";"1300";"22,1";"22,6";"21,2";"73,0";"76,0";"72,0";"17,1";"17,5";"16,5";"922,6";"922,6";"922,3";"3,0";"73,0";"8,3";"2213,70";"0,0"
"19/09/2025";"1400";"22,7";"23,5";"22,0";"71,0";"74,0";"69,0";"17,1";"17,6";"16,8";"922,1";"922,6";"922,1";"3,8";"52,0";"7,8";"2592,60";"0,0"
"19/09/2025";"1500";"23,7";"24,7";"22,7";"68,0";"71,0";"64,0";"17,3";"17,6";"16,7";"921,3";"922,1";"921,3";"2,8";"57,0";"8,3";"2704,00";"0,0"
"19/09/2025";"1600";"23,6";"24,4";"23,2";"71,0";"74,0";"66,0";"18,1";"18,6";"17,0";"920,4";"921,3";"920,4";"3,9";"98,0";"7,7";"2678,50";"0,0"
"19/09/2025";"1700";"23,3";"23,8";"23,2";"66,0";"72,0";"66,0";"16,6";"18,3";"16,6";"919,6";"920,4";"919,6";"3,2";"114,0";"8,3";"1880,10";"0,0"
"19/09/2025";"1800";"23,8";"23,9";"23,3";"66,0";"68,0";"64,0";"16,9";"17,3";"16,5";"919,0";"919,7";"919,0";"2,9";"99,0";"7,4";"1277,10";"0,0"
"19/09/2025";"1900";"23,3";"23,8";"23,2";"67,0";"68,0";"65,0";"16,7";"17,2";"16,7";"919,0";"919,1";"918,8";"2,7";"83,0";"7,3";"897,70";"0,0"
"19/09/2025";"2000";"22,6";"23,4";"22,6";"71,0";"71,0";"66,0";"17,1";"17,2";"16,6";"919,4";"919,4";"918,9";"2,7";"99,0";"6,7";"557,10";"0,0"
"19/09/2025";"2100";"21,5";"22,6";"21,5";"76,0";"76,0";"71,0";"17,2";"17,2";"17,1";"919,8";"919,8";"919,4";"1,4";"90,0";"5,8";"137,00";"0,0"
"19/09/2025";"2200";"20,4";"21,5";"20,4";"88,0";"88,0";"76,0";"18,4";"18,4";"17,1";"919,9";"920,1";"919,7";"2,0";"96,0";"5,7";"";"0,0"
"19/09/2025";"2300";"19,7";"20,4";"19,7";"88,0";"90,0";"88,0";"17,7";"18,5";"17,7";"920,4";"920,5";"919,9";"1,6";"84,0";"5,4";"";"0,0"
"20/09/2025";"0000";"19,0";"19,7";"19,0";"92,0";"93,0";"88,0";"17,8";"17,8";"17,7";"921,6";"921,6";"920,4";"1,2";"53,0";"6,4";"";"0,0"
"20/09/2025";"0100";"18,4";"19,1";"18,4";"94,0";"94,0";"92,0";"17,4";"17,8";"17,4";"921,1";"921,6";"921,0";"2,9";"67,0";"6,0";"";"0,0"
"20/09/2025";"0200";"17,8";"18,4";"17,8";"98,0";"98,0";"94,0";"17,5";"17,5";"17,3";"921,0";"921,3";"921,0";"2,1";"83,0";"6,0";"";"0,0"
"20/09/2025";"0300";"17,6";"17,8";"17,4";"99,0";"100,0";"98,0";"17,6";"17,6";"17,3";"921,3";"921,5";"920,9";"0,7";"74,0";"5,6";"";"0,0"
"20/09/2025";"0400";"17,8";"17,8";"17,6";"100,0";"100,0";"99,0";"17,8";"17,8";"17,5";"920,6";"921,3";"920,6";"2,0";"77,0";"5,2";"";"0,0"
"20/09/2025";"0500";"17,4";"17,8";"17,3";"100,0";"";"";"17,4";"";"";"920,1";"920,7";"920,1";"2,6";"64,0";"5,9";"";"0,0"
"20/09/2025";"0600";"16,9";"17,4";"16,8";"100,0";"100,0";"100,0";"16,9";"17,4";"16,8";"919,6";"920,1";"919,6";"2,2";"64,0";"5,9";"";"0,0"
"20/09/2025";"0700";"16,6";"17,0";"16,5";"";"100,0";"100,0";"";"17,0";"16,6";"919,6";"919,6";"919,5";"1,7";"40,0";"5,1";"";"0,0"
"20/09/2025";"0800";"16,9";"17,0";"16,6";"100,0";"";"";"16,9";"";"";"920,1";"920,1";"919,6";"1,2";"49,0";"4,8";"";"0,0"
"20/09/2025";"0900";"17,1";"17,1";"16,9";"100,0";"100,0";"100,0";"17,1";"17,1";"16,9";"920,8";"920,8";"920,1";"1,1";"52,0";"3,3";"";"0,0"
"20/09/2025";"1000";"17,0";"17,1";"16,9";"";"";"";"";"";"";"921,5";"921,5";"920,8";"1,5";"41,0";"3,7";"117,00";"0,0"
"20/09/2025";"1100";"18,7";"18,9";"16,9";"94,0";"";"";"17,8";"";"";"921,7";"921,7";"921,4";"2,4";"35,0";"6,1";"719,00";"0,0"
"20/09/2025";"1200";"22,0";"22,0";"18,6";"81,0";"96,0";"81,0";"18,7";"18,8";"17,7";"921,9";"922,0";"921,7";"2,8";"37,0";"6,8";"1859,00";"0,0"
"20/09/2025";"1300";"23,1";"23,4";"21,0";"70,0";"81,0";"70,0";"17,2";"18,8";"17,2";"921,7";"922,0";"921,7";"3,8";"51,0";"7,9";"3120,10";"0,0"
"20/09/2025";"1400";"23,8";"25,2";"22,8";"64,0";"71,0";"60,0";"16,6";"18,0";"16,5";"921,4";"921,7";"921,3";"3,2";"51,0";"8,4";"3549,00";"0,0"
"20/09/2025";"1500";"25,1";"26,5";"23,8";"59,0";"64,0";"55,0";"16,6";"17,7";"16,2";"920,5";"921,4";"920,5";"2,5";"69,0";"6,8";"2683,80";"0,0"
"20/09/2025";"1600";"25,9";"26,3";"25,0";"56,0";"60,0";"56,0";"16,4";"17,0";"16,2";"919,2";"920,5";"919,2";"3,9";"50,0";"7,9";"2477,60";"0,0"
"20/09/2025";"1700";"26,9";"27,0";"25,3";"51,0";"57,0";"51,0";"15,9";"16,8";"15,5";"918,2";"919,2";"918,2";"3,3";"67,0";"8,3";"2370,00";"0,0"
"20/09/2025";"1800";"26,3";"27,4";"25,6";"51,0";"54,0";"50,0";"15,4";"16,9";"15,0";"917,5";"918,2";"917,5";"3,3";"55,0";"8,8";"2067,60";"0,0"
"20/09/2025";"1900";"26,9";"27,9";"26,0";"50,0";"52,0";"46,0";"15,7";"16,0";"14,9";"917,5";"917,6";"917,3";"3,6";"73,0";"8,1";"2192,50";"0,0"
"20/09/2025";"2000";"25,2";"26,9";"25,1";"55,0";"56,0";"50,0";"15,6";"16,1";"15,2";"917,4";"917,6";"917,3";"3,9";"75,0";"8,7";"1290,90";"0,0"
"20/09/2025";"2100";"23,1";"25,2";"23,1";"61,0";"61,0";"55,0";"15,1";"15,6";"15,1";"918,0";"918,0";"917,4";"2,5";"84,0";"8,7";"282,60";"0,0"
"20/09/2025";"2200";"21,4";"23,1";"21,3";"67,0";"67,0";"60,0";"15,0";"15,1";"14,6";"918,4";"918,4";"918,0";"3,0";"68,0";"6,5";"3,80";"0,0"
"20/09/2025";"2300";"20,5";"21,4";"20,5";"76,0";"76,0";"67,0";"16,1";"16,1";"15,1";"919,0";"919,0";"918,4";"2,1";"50,0";"6,5";"";"0,0"
"21/09/2025";"0000";"19,5";"20,5";"19,5";"84,0";"84,0";"76,0";"16,7";"16,7";"16,1";"919,7";"919,7";"919,0";"2,1";"65,0";"4,9";"";"0,0"
"21/09/2025";"0100";"18,8";"19,5";"18,8";"94,0";"94,0";"84,0";"17,8";"17,8";"16,8";"920,2";"920,2";"919,7";"1,8";"59,0";"5,5";"";"0,0"
"21/09/2025";"0200";"17,8";"18,8";"17,8";"99,0";"99,0";"94,0";"17,6";"17,9";"17,5";"919,9";"920,3";"919,8";"2,6";"51,0";"5,5";"";"0,0"
"21/09/2025";"0300";"17,6";"17,8";"17,5";"100,0";"100,0";"99,0";"17,6";"17,6";"17,5";"919,8";"920,0";"919,8";"2,1";"20,0";"6,4";"";"0,0"
"21/09/2025";"0400";"18,0";"18,0";"17,6";"98,0";"100,0";"98,0";"17,8";"17,8";"17,6";"919,5";"919,8";"919,4";"3,2";"43,0";"6,2";"";"0,0"
"21/09/2025";"0500";"17,7";"18,1";"17,7";"98,0";"99,0";"97,0";"17,4";"17,7";"17,4";"918,8";"919,5";"918,7";"1,9";"45,0";"8,7";"";"0,0"
"21/09/2025";"0600";"17,0";"17,8";"17,0";"100,0";"100,0";"98,0";"17,0";"17,6";"17,0";"918,1";"918,8";"918,1";"2,0";"55,0";"5,4";"";"0,0"
"21/09/2025";"0700";"17,7";"17,7";"17,0";"100,0";"100,0";"100,0";"17,7";"17,7";"17,0";"918,4";"918,5";"918,1";"3,4";"43,0";"6,5";"";"0,0"
"21/09/2025";"0800";"17,9";"17,9";"17,7";"99,0";"100,0";"99,0";"17,8";"17,8";"17,7";"918,7";"918,7";"918,3";"2,7";"41,0";"6,2";"";"0,0"
"21/09/2025";"0900";"18,2";"18,2";"17,9";"100,0";"100,0";"99,0";"18,1";"18,1";"17,7";"919,1";"919,2";"918,7";"1,8";"41,0";"6,0";"";"0,0"
"21/09/2025";"1000";"18,3";"18,3";"17,9";"";"";"";"";"";"";"919,8";"919,8";"919,1";"1,8";"53,0";"4,7";"141,20";"0,0"
"21/09/2025";"1100";"19,6";"19,6";"18,3";"95,0";"100,0";"95,0";"18,8";"19,1";"18,4";"920,1";"920,1";"919,8";"2,8";"29,0";"5,8";"545,30";"0,0"
"21/09/2025";"1200";"21,4";"21,9";"19,6";"84,0";"95,0";"83,0";"18,6";"19,2";"18,4";"920,0";"920,2";"920,0";"3,3";"41,0";"6,8";"1450,20";"0,0"
"21/09/2025";"1300";"22,7";"23,3";"21,4";"77,0";"85,0";"76,0";"18,5";"19,2";"18,4";"920,0";"920,0";"919,9";"4,1";"29,0";"8,4";"2385,20";"0,0"
"21/09/2025";"1400";"24,1";"24,1";"22,4";"72,0";"78,0";"72,0";"18,8";"19,2";"18,3";"919,4";"920,0";"919,4";"4,0";"20,0";"8,0";"1776,30";"0,0"
"21/09/2025";"1500";"26,2";"27,1";"24,1";"65,0";"72,0";"62,0";"19,1";"19,9";"18,6";"918,2";"919,4";"918,2";"4,0";"24,0";"9,1";"3129,10";"0,0"
"21/09/2025";"1600";"27,3";"28,4";"26,2";"59,0";"65,0";"55,0";"18,7";"19,2";"18,0";"917,3";"918,2";"917,3";"3,7";"31,0";"9,3";"4129,60";"0,0"
"21/09/2025";"1700";"27,5";"28,4";"26,2";"56,0";"61,0";"54,0";"18,0";"19,3";"17,4";"916,3";"917,3";"916,3";"3,4";"13,0";"7,9";"2480,10";"0,0"
"21/09/2025";"1800";"29,3";"29,3";"27,5";"49,0";"56,0";"49,0";"17,5";"18,4";"16,5";"915,4";"916,3";"915,4";"3,4";"38,0";"8,2";"3743,00";"0,0"
"21/09/2025";"1900";"26,3";"29,4";"26,2";"66,0";"66,0";"48,0";"19,4";"19,5";"16,1";"915,2";"915,4";"915,1";"3,6";"76,0";"8,9";"2087,70";"0,0"
"21/09/2025";"2000";"26,0";"27,0";"25,6";"63,0";"68,0";"62,0";"18,4";"19,6";"18,3";"915,4";"915,4";"915,2";"3,8";"51,0";"9,2";"756,70";"0,0"
"21/09/2025";"2100";"23,7";"26,1";"23,7";"74,0";"74,0";"63,0";"18,7";"19,2";"18,4";"916,1";"916,1";"915,4";"3,1";"74,0";"8,4";"176,40";"0,0"
"21/09/2025";"2200";"21,9";"23,7";"21,9";"82,0";"82,0";"74,0";"18,7";"18,7";"18,5";"916,7";"916,7";"916,1";"2,7";"68,0";"7,8";"";"0,0"
"21/09/2025";"2300";"20,7";"21,9";"20,7";"90,0";"90,0";"82,0";"19,0";"19,0";"18,7";"917,3";"917,3";"916,7";"2,6";"65,0";"6,8";"";"0,0"
"22/09/2025";"0000";"19,5";"20,7";"19,5";"95,0";"95,0";"90,0";"18,7";"19,0";"18,7";"918,2";"918,2";"917,3";"1,7";"54,0";"7,3";"";"0,0"
"22/09/2025";"0100";"18,7";"19,5";"18,7";"97,0";"97,0";"95,0";"18,2";"18,7";"18,2";"918,5";"918,6";"918,2";"2,6";"64,0";"6,6";"";"0,0"
"22/09/2025";"0200";"18,0";"18,7";"18,0";"99,0";"99,0";"97,0";"17,9";"18,2";"17,8";"918,6";"918,6";"918,4";"2,8";"52,0";"6,9";"";"0,0"
"22/09/2025";"0300";"17,3";"18,1";"17,3";"100,0";"100,0";"99,0";"17,3";"17,9";"17,3";"918,4";"918,6";"918,3";"1,6";"52,0";"6,9";"";"0,0"
"22/09/2025";"0400";"17,3";"17,3";"17,1";"100,0";"100,0";"100,0";"17,3";"17,3";"17,1";"918,3";"918,4";"918,3";"2,5";"58,0";"5,8";"";"0,0"
"22/09/2025";"0500";"17,2";"17,5";"17,2";"100,0";"100,0";"99,0";"17,2";"17,3";"17,1";"917,9";"918,3";"917,9";"1,4";"68,0";"6,8";"";"0,0"
"22/09/2025";"0600";"17,2";"17,3";"17,0";"100,0";"100,0";"99,0";"17,1";"17,2";"17,0";"917,4";"917,9";"917,4";"2,5";"49,0";"6,8";"";"0,0"
"22/09/2025";"0700";"17,3";"17,3";"17,1";"99,0";"100,0";"99,0";"17,1";"17,2";"17,0";"917,0";"917,4";"916,9";"3,6";"42,0";"8,0";"";"0,0"
"22/09/2025";"0800";"17,2";"17,3";"17,1";"100,0";"100,0";"98,0";"17,1";"17,2";"17,0";"916,8";"917,0";"916,7";"4,3";"34,0";"8,6";"";"0,0"
"22/09/2025";"0900";"17,0";"17,2";"17,0";"99,0";"100,0";"99,0";"16,9";"17,2";"16,9";"917,6";"917,6";"916,8";"3,7";"37,0";"8,5";"";"0,0"
"22/09/2025";"1000";"18,1";"18,1";"17,0";"94,0";"99,0";"94,0";"17,1";"17,3";"16,8";"918,6";"918,6";"917,6";"1,2";"35,0";"6,6";"248,40";"0,0"
"22/09/2025";"1100";"19,6";"20,0";"18,1";"86,0";"94,0";"85,0";"17,2";"17,7";"16,9";"919,5";"919,5";"918,6";"2,7";"14,0";"7,4";"1391,90";"0,0"
"22/09/2025";"1200";"21,3";"22,0";"19,4";"76,0";"86,0";"76,0";"16,9";"17,9";"16,8";"920,0";"920,1";"919,5";"3,5";"26,0";"7,4";"2470,20";"0,0"
"22/09/2025";"1300";"22,8";"23,6";"21,1";"71,0";"77,0";"69,0";"17,1";"17,8";"16,9";"919,9";"920,2";"919,9";"3,4";"20,0";"7,7";"3535,30";"0,0"
"22/09/2025";"1400";"24,7";"25,2";"22,7";"64,0";"71,0";"63,0";"17,5";"17,9";"17,0";"918,9";"920,0";"918,9";"2,9";"15,0";"8,7";"4080,50";"0,0"
"22/09/2025";"1500";"26,5";"27,2";"24,7";"56,0";"64,0";"54,0";"17,0";"17,9";"16,6";"918,1";"919,0";"918,1";"3,5";"15,0";"8,1";"4302,70";"0,0"
"22/09/2025";"1600";"27,9";"29,3";"26,4";"48,0";"56,0";"47,0";"15,8";"17,5";"15,8";"917,1";"918,1";"917,1";"2,8";"10,0";"7,9";"4260,40";"0,0"
"22/09/2025";"1700";"29,0";"30,0";"27,7";"46,0";"50,0";"45,0";"16,0";"17,0";"15,9";"916,3";"917,1";"916,2";"2,9";"11,0";"7,0";"3742,90";"0,0"
"22/09/2025";"1800";"30,0";"30,4";"28,8";"43,0";"46,0";"42,0";"16,0";"16,8";"15,5";"915,5";"916,3";"915,5";"1,6";"323,0";"6,8";"3485,10";"0,0"
"22/09/2025";"1900";"28,9";"30,4";"28,8";"45,0";"46,0";"42,0";"15,6";"16,5";"15,6";"915,3";"915,5";"915,2";"3,0";"34,0";"7,5";"2494,00";"0,0"
"22/09/2025";"2000";"28,4";"29,4";"28,4";"46,0";"46,0";"43,0";"15,7";"15,9";"15,3";"915,3";"915,4";"915,2";"2,7";"32,0";"6,6";"1382,10";"0,0"
"22/09/2025";"2100";"25,2";"28,3";"25,2";"59,0";"59,0";"46,0";"16,6";"16,6";"15,7";"915,7";"915,8";"915,3";"2,8";"66,0";"7,0";"248,30";"0,0"
"22/09/2025";"2200";"22,9";"25,2";"22,9";"67,0";"67,0";"59,0";"16,5";"16,6";"16,4";"916,4";"916,4";"915,7";"2,8";"62,0";"7,0";"";"0,0"
"22/09/2025";"2300";"21,5";"22,9";"21,5";"77,0";"77,0";"67,0";"17,2";"17,2";"16,4";"917,1";"917,1";"916,4";"2,8";"47,0";"6,9";"";"0,0"
"23/09/2025";"0000";"20,3";"21,5";"20,3";"85,0";"85,0";"77,0";"17,6";"17,8";"17,2";"918,5";"918,5";"917,1";"0,7";"71,0";"5,5";"";"0,0"
"23/09/2025";"0100";"19,4";"20,3";"19,4";"93,0";"93,0";"85,0";"18,2";"18,2";"17,6";"918,7";"918,7";"918,5";"2,1";"47,0";"4,7";"";"0,0"
"23/09/2025";"0200";"18,9";"19,4";"18,9";"96,0";"96,0";"93,0";"18,3";"18,3";"18,2";"918,7";"918,8";"918,1";"3,1";"36,0";"8,8";"";"0,0"
"23/09/2025";"0300";"18,6";"19,1";"18,6";"98,0";"98,0";"96,0";"18,3";"18,4";"18,2";"918,7";"918,9";"918,6";"2,5";"42,0";"7,0";"";"0,0"
"23/09/2025";"0400";"18,1";"18,7";"18,1";"100,0";"100,0";"98,0";"18,1";"18,4";"18,1";"918,2";"918,7";"918,2";"2,7";"34,0";"6,7";"";"0,0"
"23/09/2025";"0500";"17,7";"18,2";"17,7";"100,0";"100,0";"100,0";"17,7";"18,2";"17,7";"918,0";"918,2";"917,7";"3,7";"35,0";"8,9";"";"0,0"
"23/09/2025";"0600";"17,6";"17,7";"17,6";"100,0";"100,0";"100,0";"17,6";"17,7";"17,6";"917,8";"918,1";"917,5";"3,6";"31,0";"9,0";"";"0,0"
"23/09/2025";"0700";"17,4";"17,6";"17,4";"100,0";"100,0";"100,0";"17,4";"17,6";"17,4";"917,6";"917,9";"917,6";"3,0";"27,0";"7,1";"";"0,0"
"23/09/2025";"0800";"17,4";"17,4";"17,2";"100,0";"100,0";"100,0";"17,4";"17,4";"17,2";"917,5";"917,9";"917,4";"4,0";"26,0";"7,4";"";"0,0"
"23/09/2025";"0900";"17,6";"17,8";"17,3";"100,0";"100,0";"100,0";"17,6";"17,8";"17,3";"918,8";"918,8";"917,4";"2,1";"77,0";"7,1";"";"0,0"
"23/09/2025";"1000";"18,4";"18,4";"17,6";"100,0";"100,0";"100,0";"18,4";"18,4";"17,6";"920,5";"920,5";"918,8";"0,6";"113,0";"5,3";"65,00";"0,0"
"23/09/2025";"1100";"20,0";"20,0";"18,4";"95,0";"100,0";"94,0";"19,1";"19,1";"18,4";"920,9";"921,0";"920,5";"1,6";"31,0";"3,3";"441,40";"0,0"
"23/09/2025";"1200";"21,3";"21,6";"19,9";"85,0";"95,0";"85,0";"18,7";"19,1";"18,7";"921,5";"921,5";"920,9";"2,1";"46,0";"4,7";"1076,00";"0,0"
"23/09/2025";"1300";"22,8";"22,8";"21,3";"80,0";"85,0";"80,0";"19,2";"19,3";"18,5";"921,7";"921,8";"921,5";"2,3";"27,0";"5,2";"1121,00";"0,0"
"23/09/2025";"1400";"25,4";"25,9";"22,8";"65,0";"80,0";"65,0";"18,4";"19,7";"18,2";"921,3";"921,7";"921,3";"2,0";"71,0";"6,1";"2798,20";"0,0"
"23/09/2025";"1500";"26,7";"27,1";"24,6";"62,0";"68,0";"62,0";"18,9";"19,4";"18,2";"920,3";"921,3";"920,3";"2,2";"54,0";"6,9";"3394,90";"0,0"
"23/09/2025";"1600";"27,0";"28,5";"26,5";"61,0";"63,0";"57,0";"18,7";"20,0";"18,5";"919,4";"920,3";"919,4";"2,4";"114,0";"6,2";"3142,40";"0,0"
"23/09/2025";"1700";"28,8";"29,3";"27,0";"55,0";"61,0";"55,0";"18,8";"19,5";"18,8";"918,6";"919,4";"918,6";"3,0";"87,0";"7,3";"3506,10";"0,0"
"23/09/2025";"1800";"29,1";"29,1";"27,7";"52,0";"57,0";"51,0";"18,3";"19,0";"17,9";"918,4";"918,7";"918,4";"3,1";"72,0";"8,5";"2879,80";"0,0"
"23/09/2025";"1900";"28,8";"29,1";"27,7";"51,0";"55,0";"51,0";"17,6";"18,4";"17,3";"918,3";"918,4";"918,2";"3,2";"77,0";"8,0";"2314,80";"0,0"
"23/09/2025";"2000";"26,9";"29,0";"26,9";"54,0";"56,0";"50,0";"16,9";"17,8";"16,9";"918,3";"918,4";"918,1";"3,6";"77,0";"7,5";"1411,20";"0,0"
"23/09/2025";"2100";"24,9";"26,9";"24,9";"62,0";"62,0";"54,0";"17,2";"17,6";"17,0";"918,6";"918,6";"918,3";"2,1";"81,0";"7,5";"310,70";"0,0"
"23/09/2025";"2200";"23,2";"24,9";"23,2";"73,0";"73,0";"62,0";"18,1";"18,1";"17,2";"919,1";"919,1";"918,6";"2,4";"69,0";"5,8";"";"0,0"
"23/09/2025";"2300";"21,7";"23,2";"21,7";"81,0";"81,0";"73,0";"18,3";"18,4";"18,1";"919,8";"919,8";"919,1";"2,4";"67,0";"4,8";"";"0,0"
"24/09/2025";"0000";"20,5";"21,7";"20,5";"91,0";"91,0";"81,0";"19,1";"19,1";"18,3";"920,7";"920,7";"919,8";"3,1";"58,0";"7,3";"";"0,0"
"24/09/2025";"0100";"19,4";"20,5";"19,4";"95,0";"95,0";"91,0";"18,5";"19,1";"18,5";"921,4";"921,4";"920,7";"2,9";"70,0";"8,4";"";"0,0"
"24/09/2025";"0200";"18,6";"19,4";"18,6";"97,0";"97,0";"95,0";"18,1";"18,6";"18,1";"921,7";"921,7";"921,4";"2,9";"63,0";"7,2";"";"0,0"
"24/09/2025";"0300";"17,7";"18,6";"17,7";"99,0";"99,0";"97,0";"17,5";"18,1";"17,5";"921,9";"921,9";"921,6";"1,7";"56,0";"5,8";"";"0,0"
"24/09/2025";"0400";"16,8";"17,7";"16,6";"";"100,0";"99,0";"";"17,5";"16,6";"921,5";"921,9";"921,5";"1,4";"85,0";"4,0";"";"0,0"
"24/09/2025";"0500";"15,6";"16,8";"15,6";"";"";"";"";"";"";"921,3";"921,5";"921,3";"1,2";"110,0";"4,0";"";"0,0"
"24/09/2025";"0600";"16,4";"16,6";"15,5";"";"";"";"";"";"";"921,1";"921,5";"921,1";"1,1";"83,0";"3,1";"";"0,0"
"24/09/2025";"0700";"17,0";"17,0";"16,2";"";"";"";"";"";"";"921,2";"921,2";"921,1";"1,3";"98,0";"3,7";"";"0,0"
"24/09/2025";"0800";"17,4";"17,6";"17,0";"";"";"";"";"";"";"921,2";"921,4";"921,2";"1,0";"88,0";"3,4";"";"0,0"
"24/09/2025";"0900";"15,3";"17,4";"15,3";"";"";"";"";"";"";"921,9";"921,9";"921,2";"0,7";"255,0";"2,0";"";"0,0"
"24/09/2025";"1000";"17,6";"17,6";"14,9";"";"";"";"";"";"";"922,8";"922,8";"921,9";"1,1";"87,0";"2,8";"249,70";"0,0"
"24/09/2025";"1100";"20,1";"20,3";"17,7";"88,0";"100,0";"88,0";"18,1";"18,6";"17,9";"923,5";"923,6";"922,8";"3,0";"84,0";"6,8";"1077,70";"0,0"
"24/09/2025";"1200";"21,1";"21,6";"20,1";"84,0";"88,0";"81,0";"18,3";"18,5";"17,9";"924,2";"924,2";"923,5";"3,3";"68,0";"9,0";"1600,80";"0,0"
